Order_ID,Customer_Name,Age,Gender,State,City,Product_Category,Product_Name,Quantity,Unit_Price,Sales_Amount,Order_Date,Payment_Method,Customer_Rating,Delivery_Status
ORD00115,Om Nadkarni,43.0,Female,Kerala,New Delhi,Books,Table,5.0,1172.01,5860.05,2024-06-30,Net Banking,2.1,Delivered
ORD00116,Jai Raman,34.0,Male,Delhi,Kochi,Clothing,Jacket,9.0,1002.18,9019.62,2025-08-16,Cash,3.3,Delivered
ORD00117,Tanay Sundaram,24.0,Female,Kerala,Chennai,Electronics,Laptop,1.0,3769.27,3769.27,2024-11-22,Net Banking,2.6,Cancelled
ORD00118,Theodore Chacko,21.0,Male,Kerala,Mumbai,Groceries,Oil,1.0,3169.28,25354.24,2025-06-24,Net Banking,4.1,Cancelled
ORD00119,Yatan Dugar,56.0,Male,Delhi,New Delhi,Groceries,Milk,5.0,1724.23,25354.24,2025-06-24,Net Banking,3.2,Cancelled
ORD00120,Mitesh Divan,42.0,Female,Delhi,New Delhi,Groceries,Chair,7.0,1023.84,7166.88,2025-05-02,Cash,3.4,Cancelled
ORD00121,Leena Nadkarni,40.0,Female,Karnataka,Chennai,Groceries,Oil,9.0,1149.52,10345.68,2025-03-16,Debit Card,3.2,Delivered
ORD00122,Jagdish Dey,59.0,Female,Tamil Nadu,Chennai,Clothing,Shirt,5.0,3139.59,15697.95,2024-10-18,Cash,4.1,Cancelled
ORD00123,Tamanna Purohit,38.0,Female,Tamil Nadu,Bengaluru,Furniture,Sofa,4.0,3363.62,13454.48,2024-10-18,Net Banking,5.0,Pending
ORD00124,Ekapad Sami,59.0,Female,Maharashtra,New Delhi,Electronics,Headphones,2.0,4124.79,8249.58,2025-08-04,Debit Card,3.8,Pending
ORD00125,Yachana Bhatti,65.0,Male,Maharashtra,Mumbai,Furniture,Table,5.0,392.55,1962.75,2025-10-17,Cash,3.9,Delivered
ORD00126,Jagdish Dash,64.0,Female,Karnataka,New Delhi,Furniture,Sofa,2.0,4620.07,9240.14,2025-06-16,UPI,3.7,Cancelled
ORD00127,David Sundaram,38.0,Female,Tamil Nadu,Kochi,Electronics,Laptop,5.0,2783.39,13916.95,2026-03-15,Debit Card,1.1,Delivered
ORD00128,Bhanumati Anand,30.0,Male,Delhi,Mumbai,Furniture,Chair,6.0,1974.89,11849.34,2025-02-04,Cash,2.3,Delivered
ORD00129,Maanas Viswanathan,64.0,Female,Karnataka,Bengaluru,Electronics,Headphones,6.0,1779.91,10679.46,2024-10-14,Cash,1.2,Delivered
ORD00129,Vasudha Dara,47.0,Male,Karnataka,Bengaluru,Groceries,Rice,5.0,4104.46,20522.3,2024-10-14,Credit Card,4.8,Cancelled
ORD00131,Wishi Gole,49.0,Male,Karnataka,New Delhi,Furniture,Sofa,5.0,3371.19,16855.95,2025-02-10,Cash,2.4,Pending
ORD00132,Wishi Gole,49.0,Male,Tamil Nadu,Mumbai,Unknown,Milk,9.0,3016.42,27147.78,2025-02-10,Cash,4.1,Delivered
ORD00133,Jeremiah Modi,47.0,Male,Kerala,Mumbai,Books,Milk,7.0,3581.29,25069.03,2026-06-02,UPI,2.2,Cancelled
ORD00134,Mitesh Deep,55.0,Male,Karnataka,Mumbai,Electronics,Headphones,2.0,3144.14,6288.28,2024-12-05,Debit Card,1.8,Cancelled
ORD00135,Advika Nath,44.0,Female,Maharashtra,Mumbai,Clothing,Jacket,6.0,3312.43,19874.58,2024-07-17,Credit Card,1.4,Cancelled
ORD00136,Atharv Sengupta,36.0,Male,Kerala,New Delhi,Furniture,Chair,6.0,653.41,3920.46,2026-05-30,Debit Card,3.0,Cancelled
ORD00137,Wyatt Pillai,42.0,Male,Karnataka,Mumbai,Electronics,Mobile,2.0,1829.9,3659.8,2024-10-17,Cash,3.7,Pending
ORD00138,Damini Merchant,18.0,Female,Kerala,Kochi,Clothing,Jacket,3.0,2417.63,7252.89,2024-10-05,UPI,1.8,Cancelled
ORD00139,Kai Choudhry,23.0,Female,Karnataka,New Delhi,Clothing,Jacket,5.0,1904.52,9522.6,2025-03-14,Debit Card,4.8,Delivered
ORD00140,Janya Sengupta,30.0,Female,Kerala,Kochi,Groceries,Milk,3.0,3882.01,11646.03,2025-08-05,Credit Card,3.7,Cancelled
ORD00141,Forum Samra,38.0,Male,Kerala,Mumbai,Books,Milk,1.0,1747.49,1747.49,2024-10-03,Net Banking,1.7,Cancelled
ORD00142,Ayaan Bhavsar,41.0,Male,Tamil Nadu,Chennai,Clothing,Shirt,10.0,3962.01,39620.1,2025-09-13,Credit Card,2.3,Delivered
ORD00143,Reva Tak,44.0,Female,Maharashtra,Chennai,Electronics,Headphones,2.0,3962.01,3016.92,2025-08-15,Credit Card,1.3,Pending
ORD00144,David Parikh,26.0,Female,Kerala,Bengaluru,Clothing,Jacket,2.0,750.27,1500.54,2026-02-06,UPI,2.0,Cancelled
ORD00145,Praneel Loke,37.0,Female,Maharashtra,Kochi,Electronics,Laptop,5.0,3832.6,19163.0,2026-04-02,Net Banking,1.9,Delivered
ORD00146,Ekiya Vora,21.0,Male,Kerala,Kochi,Clothing,Jacket,8.0,3973.84,31790.72,2024-11-11,Debit Card,2.2,Delivered
ORD00147,Jhalak Hora,54.0,Male,Delhi,Mumbai,Furniture,Table,10.0,3275.62,32756.2,2024-09-02,Credit Card,2.7,Pending
ORD00148,Mohammed Mangal,56.0,Female,Maharashtra,Kochi,Groceries,Rice,3.0,2024.52,6073.56,2025-02-10,Net Banking,4.4,Delivered
ORD00149,Sathvik Chakrabarti,46.0,Male,Karnataka,New Delhi,Furniture,Chair,4.0,820.74,3282.96,2025-02-10,Cash,1.2,Cancelled
ORD00150,Dalbir Ranganathan,43.0,Female,Kerala,Chennai,Furniture,Chair,4.0,2757.37,22058.96,2025-02-18,Debit Card,3.5,Cancelled
ORD00151,Aarnav Zachariah,38.0,Male,Delhi,Kochi,Unknown,Milk,4.0,1065.98,4263.92,2026-05-04,Debit Card,1.4,Pending
ORD00152,Hemang Merchant,50.0,Male,Kerala,Kochi,Groceries,Milk,5.0,3427.19,17135.95,2025-09-16,Credit Card,3.9,Delivered
ORD00153,Ishita Viswanathan,44.0,Male,Karnataka,Kochi,Electronics,Mobile,4.0,962.39,3849.56,2024-09-11,Net Banking,3.4,Pending
ORD00154,Urishilla Mannan,30.0,Female,Maharashtra,Bengaluru,Books,Novel,10.0,382.77,3827.7,2025-02-10,UPI,4.3,Delivered
ORD00155,Mugdha Boase,20.0,Female,Karnataka,New Delhi,Clothing,Jacket,5.0,2417.19,12085.95,2025-11-01,Credit Card,2.6,Pending
ORD00156,Vansha Dara,54.0,Male,Delhi,Mumbai,Clothing,Milk,10.0,1495.96,14959.6,2025-11-01,Credit Card,3.2,Delivered
ORD00157,Wriddhish Munshi,20.0,Female,Delhi,Kochi,Furniture,Table,3.0,203.44,610.32,2026-02-10,Net Banking,1.3,Cancelled
ORD00158,Ansh Mallick,46.0,Male,Kerala,New Delhi,Clothing,Jeans,5.0,2822.04,10779.66,2025-11-22,Credit Card,1.1,Pending
ORD00159,Ansh Mallick,49.0,Male,Tamil Nadu,New Delhi,Books,Magazine,3.0,2831.06,8493.18,2024-07-20,UPI,1.1,Pending
ORD00160,Frederick Sankar,61.0,Female,Tamil Nadu,Bengaluru,Electronics,Laptop,9.0,2690.03,24210.27,2026-06-01,Cash,4.9,Delivered
ORD00160,Chakrika Batra,36.0,Female,Karnataka,Kochi,Electronics,Laptop,3.0,1176.32,3528.96,2025-03-24,Debit Card,2.1,Cancelled
ORD00162,Sai Master,41.0,Male,Karnataka,Bengaluru,Groceries,Rice,7.0,1176.32,30385.6,2025-10-03,Cash,3.9,Delivered
ORD00163,Tara Bava,22.0,Male,Maharashtra,Kochi,Groceries,Oil,4.0,3573.19,10779.66,2025-11-13,Net Banking,2.4,Cancelled
ORD00164,Yatin Guha,37.0,Male,Tamil Nadu,Mumbai,Furniture,Table,9.0,4739.84,42658.56,2025-05-15,UPI,1.7,Cancelled
ORD00165,Yashawini Minhas,55.0,Male,Tamil Nadu,Chennai,Electronics,Mobile,2.0,912.95,1825.9,2025-03-19,Credit Card,4.0,Delivered
ORD00166,Radha Mangal,60.0,Male,Kerala,Chennai,Furniture,Chair,10.0,3624.61,36246.1,2025-06-07,Net Banking,2.6,Delivered
ORD00166,Charles Divan,55.0,Male,Maharashtra,Bengaluru,Furniture,Table,6.0,811.16,4866.96,2025-10-26,Debit Card,2.1,Pending
ORD00168,Anya Seth,22.0,Male,Delhi,Chennai,Furniture,Table,4.0,811.16,2521.72,2025-07-31,Debit Card,1.3,Pending
ORD00169,Wridesh Buch,25.0,Male,Karnataka,New Delhi,Electronics,Laptop,2.0,3831.69,7663.38,2026-06-19,Cash,4.3,Pending
ORD00170,Harish Misra,29.0,Female,Karnataka,New Delhi,Furniture,Chair,1.0,2053.77,2053.77,2026-06-19,Credit Card,2.9,Pending
ORD00171,Harish Misra,20.0,Male,Karnataka,Bengaluru,Books,Dictionary,8.0,2202.11,17616.88,2025-03-15,Net Banking,3.7,Cancelled
ORD00172,Devika Mistry,29.0,Male,Karnataka,Mumbai,Books,Novel,2.0,4024.73,8049.46,2025-05-29,UPI,3.5,Delivered
ORD00173,Reva Sridhar,19.0,Female,Tamil Nadu,Chennai,Groceries,Novel,3.0,936.33,2808.99,2025-12-15,UPI,1.9,Delivered
ORD00174,Tamanna Nair,29.0,Female,Karnataka,Chennai,Groceries,Milk,3.0,3466.18,6932.36,2026-05-27,Net Banking,1.5,Delivered
ORD00175,Aradhana Dash,57.0,Female,Maharashtra,New Delhi,Books,Novel,4.0,3590.07,14360.28,2025-02-16,Debit Card,2.4,Delivered
ORD00176,Janaki Swamy,37.0,Male,Maharashtra,Chennai,Electronics,Laptop,6.0,3524.02,21144.12,2024-07-10,Net Banking,3.9,Delivered
